,index,FACS.selection,age,batch,cell,cell_ontology_class,cell_ontology_id,cellid,free_annotation,method,mouse.id,plate,sex,subtissue,tissue,well,n_genes,n_counts,louvain,cluster_names
1239,B1.MAA000779.3_11_M.1.1-1,nan,3m,1,B1.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1247,249866,0,0_B cell
1240,B10.B000971.3_39_F.1.1-1,nan,3m,1,B10.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,1341,776290,1,1_T cell
1241,B10.B001750.3_38_F.1.1-1,nan,3m,1,B10.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1740,253127,0,0_B cell
1242,B10.MAA000508.3_9_M.1.1-1,nan,3m,1,B10.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1757,222964,5,5_B cell
1243,B10.MAA000559.3_8_M.1.1-1,nan,3m,1,B10.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1559,386503,3,3_B cell
1244,B10.MAA000776.3_10_M.1.1-1,nan,3m,1,B10.MAA000776.3_10_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_10_M,nan,male,NA,Spleen,nan,2023,650761,12,12_NK cell
1245,B10.MAA000779.3_11_M.1.1-1,nan,3m,1,B10.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1702,244566,1,1_T cell
1246,B11.B000971.3_39_F.1.1-1,nan,3m,1,B11.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1523,659352,3,3_B cell
1247,B11.B001750.3_38_F.1.1-1,nan,3m,1,B11.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1481,364687,3,3_B cell
1248,B11.MAA000559.3_8_M.1.1-1,nan,3m,1,B11.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1636,446166,1,1_T cell
1249,B11.MAA000779.3_11_M.1.1-1,nan,3m,1,B11.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1211,148051,3,3_B cell
1250,B12.B000971.3_39_F.1.1-1,nan,3m,1,B12.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1743,641543,5,5_B cell
1251,B12.B001750.3_38_F.1.1-1,nan,3m,1,B12.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1654,313574,1,1_T cell
1252,B12.MAA000508.3_9_M.1.1-1,nan,3m,1,B12.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1879,232696,3,3_B cell
1253,B12.MAA000559.3_8_M.1.1-1,nan,3m,1,B12.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1985,415863,1,1_T cell
1254,B12.MAA000776.3_10_M.1.1-1,nan,3m,1,B12.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1494,453365,2,2_B cell
1255,B12.MAA000779.3_11_M.1.1-1,nan,3m,1,B12.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1720,260751,3,3_B cell
1256,B13.B000971.3_39_F.1.1-1,nan,3m,1,B13.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1355,474875,0,0_B cell
1257,B13.B001750.3_38_F.1.1-1,nan,3m,1,B13.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,2085,371903,1,1_T cell
1258,B13.MAA000508.3_9_M.1.1-1,nan,3m,1,B13.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,1953,229760,1,1_T cell
1259,B13.MAA000559.3_8_M.1.1-1,nan,3m,1,B13.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1362,309875,0,0_B cell
1260,B13.MAA000776.3_10_M.1.1-1,nan,3m,1,B13.MAA000776.3_10_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_10_M,nan,male,NA,Spleen,nan,3656,983716,12,12_NK cell
1262,B14.B000971.3_39_F.1.1-1,nan,3m,1,B14.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1774,1347309,5,5_B cell
1263,B14.B001750.3_38_F.1.1-1,nan,3m,1,B14.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1732,416331,4,4_B cell
1264,B14.MAA000559.3_8_M.1.1-1,nan,3m,1,B14.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1590,433442,0,0_B cell
1265,B14.MAA000776.3_10_M.1.1-1,nan,3m,1,B14.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,1772,594233,1,1_T cell
1266,B14.MAA000779.3_11_M.1.1-1,nan,3m,1,B14.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1371,206110,0,0_B cell
1267,B15.B000971.3_39_F.1.1-1,nan,3m,1,B15.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1649,692414,0,0_B cell
1268,B15.B001750.3_38_F.1.1-1,nan,3m,1,B15.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1395,297915,7,7_B cell
1269,B15.MAA000508.3_9_M.1.1-1,nan,3m,1,B15.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2782,225409,0,0_B cell
1270,B15.MAA000559.3_8_M.1.1-1,nan,3m,1,B15.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1675,477906,0,0_B cell
1271,B15.MAA000776.3_10_M.1.1-1,nan,3m,1,B15.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1271,549119,3,3_B cell
1272,B15.MAA000779.3_11_M.1.1-1,nan,3m,1,B15.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,986,128032,2,2_B cell
1273,B16.B000971.3_39_F.1.1-1,nan,3m,1,B16.B000971.3_39_F.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_39_F,nan,female,NA,Spleen,nan,1714,735065,12,12_NK cell
1274,B16.B001750.3_38_F.1.1-1,nan,3m,1,B16.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1733,435783,5,5_B cell
1275,B16.MAA000559.3_8_M.1.1-1,nan,3m,1,B16.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1804,482149,3,3_B cell
1276,B16.MAA000776.3_10_M.1.1-1,nan,3m,1,B16.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1926,405467,3,3_B cell
1277,B16.MAA000779.3_11_M.1.1-1,nan,3m,1,B16.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1351,271304,0,0_B cell
1278,B17.B000971.3_39_F.1.1-1,nan,3m,1,B17.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,1396,1132980,1,1_T cell
1279,B17.B001750.3_38_F.1.1-1,nan,3m,1,B17.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1613,258377,0,0_B cell
1280,B17.MAA000559.3_8_M.1.1-1,nan,3m,1,B17.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1756,552103,4,4_B cell
1281,B17.MAA000776.3_10_M.1.1-1,nan,3m,1,B17.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,2170,832721,9,9_T cell
1282,B17.MAA000779.3_11_M.1.1-1,nan,3m,1,B17.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1069,150828,0,0_B cell
1283,B18.B000971.3_39_F.1.1-1,nan,3m,1,B18.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1809,1410738,0,0_B cell
1284,B18.B001750.3_38_F.1.1-1,nan,3m,1,B18.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1505,236763,1,1_T cell
1285,B18.MAA000508.3_9_M.1.1-1,nan,3m,1,B18.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1434,169163,3,3_B cell
1286,B18.MAA000559.3_8_M.1.1-1,nan,3m,1,B18.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1562,458105,1,1_T cell
1287,B18.MAA000776.3_10_M.1.1-1,nan,3m,1,B18.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2197,629724,0,0_B cell
1288,B18.MAA000779.3_11_M.1.1-1,nan,3m,1,B18.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1780,332999,3,3_B cell
1289,B19.B000971.3_39_F.1.1-1,nan,3m,1,B19.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1373,824501,0,0_B cell
1290,B19.B001750.3_38_F.1.1-1,nan,3m,1,B19.B001750.3_38_F.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_38_F,nan,female,NA,Spleen,nan,1750,422560,12,12_NK cell
1291,B19.MAA000508.3_9_M.1.1-1,nan,3m,1,B19.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2154,277323,4,4_B cell
1292,B19.MAA000559.3_8_M.1.1-1,nan,3m,1,B19.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1785,573527,0,0_B cell
1294,B19.MAA000779.3_11_M.1.1-1,nan,3m,1,B19.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1790,289942,2,2_B cell
1295,B2.B000971.3_39_F.1.1-1,nan,3m,1,B2.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1897,1815497,4,4_B cell
1296,B2.B001750.3_38_F.1.1-1,nan,3m,1,B2.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2584,585348,7,7_B cell
1297,B2.MAA000508.3_9_M.1.1-1,nan,3m,1,B2.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2353,364600,0,0_B cell
1298,B2.MAA000559.3_8_M.1.1-1,nan,3m,1,B2.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1355,368364,11,11_B cell
1299,B2.MAA000776.3_10_M.1.1-1,nan,3m,1,B2.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1405,421455,11,11_B cell
1300,B2.MAA000779.3_11_M.1.1-1,nan,3m,1,B2.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1350,257109,1,1_T cell
1301,B20.B000971.3_39_F.1.1-1,nan,3m,1,B20.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2485,1524465,2,2_B cell
1302,B20.B001750.3_38_F.1.1-1,nan,3m,1,B20.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2149,662621,5,5_B cell
1303,B20.MAA000508.3_9_M.1.1-1,nan,3m,1,B20.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1531,146151,7,7_B cell
1304,B20.MAA000559.3_8_M.1.1-1,nan,3m,1,B20.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1624,663415,3,3_B cell
1305,B20.MAA000776.3_10_M.1.1-1,nan,3m,1,B20.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1584,461129,3,3_B cell
1306,B20.MAA000779.3_11_M.1.1-1,nan,3m,1,B20.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1234,185719,5,5_B cell
1307,B21.B000971.3_39_F.1.1-1,nan,3m,1,B21.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1639,895813,7,7_B cell
1308,B21.B001750.3_38_F.1.1-1,nan,3m,1,B21.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1230,162498,1,1_T cell
1309,B21.MAA000508.3_9_M.1.1-1,nan,3m,1,B21.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,2239,256185,1,1_T cell
1310,B21.MAA000559.3_8_M.1.1-1,nan,3m,1,B21.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1776,644726,2,2_B cell
1311,B21.MAA000776.3_10_M.1.1-1,nan,3m,1,B21.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1985,705513,3,3_B cell
1312,B21.MAA000779.3_11_M.1.1-1,nan,3m,1,B21.MAA000779.3_11_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_11_M,nan,male,NA,Spleen,nan,1217,185705,12,12_NK cell
1313,B22.B000971.3_39_F.1.1-1,nan,3m,1,B22.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1485,966402,0,0_B cell
1314,B22.B001750.3_38_F.1.1-1,nan,3m,1,B22.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2400,489507,2,2_B cell
1315,B22.MAA000508.3_9_M.1.1-1,nan,3m,1,B22.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2094,182829,0,0_B cell
1316,B22.MAA000559.3_8_M.1.1-1,nan,3m,1,B22.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,2030,677059,1,1_T cell
1317,B22.MAA000776.3_10_M.1.1-1,nan,3m,1,B22.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1602,611366,5,5_B cell
1318,B22.MAA000779.3_11_M.1.1-1,nan,3m,1,B22.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1361,270085,1,1_T cell
1319,B3.B000971.3_39_F.1.1-1,nan,3m,1,B3.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1616,879413,5,5_B cell
1320,B3.B001750.3_38_F.1.1-1,nan,3m,1,B3.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1706,224210,1,1_T cell
1321,B3.MAA000508.3_9_M.1.1-1,nan,3m,1,B3.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2202,354132,5,5_B cell
1322,B3.MAA000776.3_10_M.1.1-1,nan,3m,1,B3.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2290,546414,2,2_B cell
1323,B3.MAA000779.3_11_M.1.1-1,nan,3m,1,B3.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1196,223237,0,0_B cell
1324,B4.B000971.3_39_F.1.1-1,nan,3m,1,B4.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1702,1201490,4,4_B cell
1325,B4.B001750.3_38_F.1.1-1,nan,3m,1,B4.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1769,478599,1,1_T cell
1326,B4.MAA000508.3_9_M.1.1-1,nan,3m,1,B4.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,1861,406439,1,1_T cell
1327,B4.MAA000559.3_8_M.1.1-1,nan,3m,1,B4.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1346,303476,3,3_B cell
1328,B4.MAA000776.3_10_M.1.1-1,nan,3m,1,B4.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1572,610392,0,0_B cell
1329,B4.MAA000779.3_11_M.1.1-1,nan,3m,1,B4.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1458,271962,1,1_T cell
1330,B5.B000971.3_39_F.1.1-1,nan,3m,1,B5.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1447,997744,4,4_B cell
1331,B5.B001750.3_38_F.1.1-1,nan,3m,1,B5.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2392,436718,5,5_B cell
1332,B5.MAA000508.3_9_M.1.1-1,nan,3m,1,B5.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1655,184449,0,0_B cell
1333,B5.MAA000559.3_8_M.1.1-1,nan,3m,1,B5.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1784,601883,3,3_B cell
1334,B5.MAA000776.3_10_M.1.1-1,nan,3m,1,B5.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1899,517669,2,2_B cell
1335,B5.MAA000779.3_11_M.1.1-1,nan,3m,1,B5.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1339,229475,11,11_B cell
1336,B6.B000971.3_39_F.1.1-1,nan,3m,1,B6.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1663,1013985,4,4_B cell
1337,B6.B001750.3_38_F.1.1-1,nan,3m,1,B6.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1912,241229,0,0_B cell
1338,B6.MAA000508.3_9_M.1.1-1,nan,3m,1,B6.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,1957,269131,1,1_T cell
1339,B6.MAA000559.3_8_M.1.1-1,nan,3m,1,B6.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1636,560769,1,1_T cell
1340,B6.MAA000776.3_10_M.1.1-1,nan,3m,1,B6.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,2256,702950,1,1_T cell
1341,B6.MAA000779.3_11_M.1.1-1,nan,3m,1,B6.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1006,174829,0,0_B cell
1342,B7.B000971.3_39_F.1.1-1,nan,3m,1,B7.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1242,697695,11,11_B cell
1344,B7.MAA000508.3_9_M.1.1-1,nan,3m,1,B7.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,1830,269603,10,10_T cell
1346,B7.MAA000776.3_10_M.1.1-1,nan,3m,1,B7.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1859,376486,0,0_B cell
1347,B7.MAA000779.3_11_M.1.1-1,nan,3m,1,B7.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1659,433108,1,1_T cell
1348,B8.B000971.3_39_F.1.1-1,nan,3m,1,B8.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2198,1316845,4,4_B cell
1349,B8.B001750.3_38_F.1.1-1,nan,3m,1,B8.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1781,417389,0,0_B cell
1350,B8.MAA000508.3_9_M.1.1-1,nan,3m,1,B8.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2145,303352,2,2_B cell
1351,B8.MAA000559.3_8_M.1.1-1,nan,3m,1,B8.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1298,237857,0,0_B cell
1352,B8.MAA000779.3_11_M.1.1-1,nan,3m,1,B8.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1202,241215,1,1_T cell
1353,B9.B000971.3_39_F.1.1-1,nan,3m,1,B9.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1511,1122629,11,11_B cell
1354,B9.B001750.3_38_F.1.1-1,nan,3m,1,B9.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2535,731885,2,2_B cell
1355,B9.MAA000559.3_8_M.1.1-1,nan,3m,1,B9.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1520,362719,0,0_B cell
1356,B9.MAA000776.3_10_M.1.1-1,nan,3m,1,B9.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1701,420697,5,5_B cell
1357,B9.MAA000779.3_11_M.1.1-1,nan,3m,1,B9.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1629,264089,9,9_T cell
1358,C1.B000971.3_39_F.1.1-1,nan,3m,1,C1.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1778,912142,2,2_B cell
1359,C1.B001750.3_38_F.1.1-1,nan,3m,1,C1.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1930,1269784,7,7_B cell
1360,C1.MAA000508.3_9_M.1.1-1,nan,3m,1,C1.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,2132,456217,1,1_T cell
1361,C1.MAA000559.3_8_M.1.1-1,nan,3m,1,C1.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1636,289513,4,4_B cell
1363,C1.MAA000779.3_11_M.1.1-1,nan,3m,1,C1.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1300,280926,7,7_B cell
1364,C10.B000971.3_39_F.1.1-1,nan,3m,1,C10.B000971.3_39_F.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_39_F,nan,female,NA,Spleen,nan,2016,1039253,12,12_NK cell
1365,C10.B001750.3_38_F.1.1-1,nan,3m,1,C10.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1929,468423,7,7_B cell
1366,C10.MAA000559.3_8_M.1.1-1,nan,3m,1,C10.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1714,449015,1,1_T cell
1367,C10.MAA000779.3_11_M.1.1-1,nan,3m,1,C10.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1807,227132,2,2_B cell
